Movie Title,Movie Rating,Genre,Box Office,Run Time(min),Stars
952. Lost Highway (1997),"7.6 Rate this
52 Metascore","Mystery, Thriller","Votes: 127,720 | Gross: $3.80M",134 min,"Director: David Lynch | Stars: Bill Pullman, Patricia Arquette, John Roselius, Louis Eppolito"
953. Sense and Sensibility (1995),"7.6 Rate this
84 Metascore","Drama, Romance","Votes: 99,549 | Gross: $43.18M",136 min,"Director: Ang Lee | Stars: Emma Thompson, Kate Winslet, James Fleet, Tom Wilkinson"
954. Die Hard with a Vengeance (1995),"7.6 Rate this
58 Metascore","Action, Adventure, Thriller","Votes: 357,316 | Gross: $100.01M",128 min,"Director: John McTiernan | Stars: Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene"
955. Dead Man (1995),"7.6 Rate this
62 Metascore","Adventure, Drama, Fantasy","Votes: 88,702 | Gross: $1.04M",121 min,"Director: Jim Jarmusch | Stars: Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen"
956. The Bridges of Madison County (1995),"7.6 Rate this
66 Metascore","Drama, Romance","Votes: 71,224 | Gross: $71.52M",135 min,"Director: Clint Eastwood | Stars: Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak"
957. Apollo 13 (I) (1995),"7.6 Rate this
77 Metascore","Adventure, Drama, History","Votes: 262,342 | Gross: $173.84M",140 min,"Director: Ron Howard | Stars: Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise"
958. Three Colors: White (1994),"7.6 Rate this
88 Metascore","Comedy, Drama, Romance","Votes: 61,943 | Gross: $1.46M",92 min,"Director: Krzysztof Kieslowski | Stars: Zbigniew Zamachowski, Julie Delpy, Janusz Gajos, Jerzy Stuhr"
959. The Crow (1994),"7.6 Rate this
71 Metascore","Action, Drama, Fantasy","Votes: 163,688 | Gross: $50.69M",102 min,"Director: Alex Proyas | Stars: Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson"
960. Falling Down (1993),"7.6 Rate this
56 Metascore","Action, Crime, Drama","Votes: 166,738 | Gross: $40.90M",113 min,"Director: Joel Schumacher | Stars: Michael Douglas, Robert Duvall, Barbara Hershey, Rachel Ticotin"
961. Dazed and Confused (1993),"7.6 Rate this
78 Metascore",Comedy,"Votes: 161,574 | Gross: $7.99M",102 min,"Director: Richard Linklater | Stars: Jason London, Wiley Wiggins, Matthew McConaughey, Rory Cochrane"
962. My Cousin Vinny (1992),"7.6 Rate this
68 Metascore","Comedy, Crime","Votes: 104,102 | Gross: $52.93M",120 min,"Director: Jonathan Lynn | Stars: Joe Pesci, Marisa Tomei, Ralph Macchio, Mitchell Whitfield"
963. Only Yesterday (1991),"7.6 Rate this
90 Metascore","Animation, Drama, Romance","Votes: 25,498 | Gross: $0.45M",118 min,"Director: Isao Takahata | Stars: Miki Imai, Toshirô Yanagiba, Yoko Honna, Mayumi Izuka"
964. Delicatessen (1991),"7.6 Rate this
66 Metascore","Comedy, Crime","Votes: 79,160 | Gross: $1.79M",99 min,"Directors: Marc Caro, Jean-Pierre Jeunet | Stars: Marie-Laure Dougnac, Dominique Pinon, Pascal Benezech, Jean-Claude Dreyfus"
965. The Hunt for Red October (1990),"7.6 Rate this
58 Metascore","Action, Adventure, Thriller","Votes: 175,090 | Gross: $122.01M",135 min,"Director: John McTiernan | Stars: Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill"
966. Home Alone (1990),"7.6 Rate this
63 Metascore","Comedy, Family","Votes: 451,731 | Gross: $285.76M",103 min,"Director: Chris Columbus | Stars: Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard"
967. The Godfather: Part III (1990),"7.6 Rate this
60 Metascore","Crime, Drama","Votes: 350,612 | Gross: $66.67M",162 min,"Director: Francis Ford Coppola | Stars: Al Pacino, Diane Keaton, Andy Garcia, Talia Shire"
968. When Harry Met Sally... (1989),"7.6 Rate this
76 Metascore","Comedy, Drama, Romance","Votes: 190,745 | Gross: $92.82M",95 min,"Director: Rob Reiner | Stars: Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby"
969. The Little Mermaid (1989),"7.6 Rate this
88 Metascore","Animation, Family, Fantasy","Votes: 231,769 | Gross: $111.54M",83 min,"Directors: Ron Clements, John Musker | Stars: Jodi Benson, Samuel E. Wright, Rene Auberjonois, Christopher Daniel Barnes"
970. The Naked Gun: From the Files of Police Squad! (1988),"7.6 Rate this
76 Metascore","Comedy, Crime","Votes: 148,651 | Gross: $78.76M",85 min,"Director: David Zucker | Stars: Leslie Nielsen, Priscilla Presley, O.J. Simpson, Ricardo Montalban"
971. Dangerous Liaisons (1988),"7.6 Rate this
74 Metascore","Drama, Romance","Votes: 63,376 | Gross: $34.70M",119 min,"Director: Stephen Frears | Stars: Glenn Close, John Malkovich, Michelle Pfeiffer, Swoosie Kurtz"
"972. Planes, Trains & Automobiles (1987)","7.6 Rate this
72 Metascore","Comedy, Drama","Votes: 119,370 | Gross: $49.53M",93 min,"Director: John Hughes | Stars: Steve Martin, John Candy, Laila Robins, Michael McKean"
973. Lethal Weapon (1987),"7.6 Rate this
68 Metascore","Action, Crime, Thriller","Votes: 232,430 | Gross: $65.21M",109 min,"Director: Richard Donner | Stars: Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan"
974. Indiana Jones and the Temple of Doom (1984),"7.6 Rate this
57 Metascore","Action, Adventure","Votes: 438,241 | Gross: $179.87M",118 min,"Director: Steven Spielberg | Stars: Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri"
975. Blood Simple (1984),"7.6 Rate this
81 Metascore","Crime, Drama, Thriller","Votes: 85,526 | Gross: $2.15M",99 min,"Directors: Joel Coen, Ethan Coen | Stars: John Getz, Frances McDormand, Dan Hedaya, M. Emmet Walsh"
976. The Secret of NIMH (1982),"7.6 Rate this
76 Metascore","Animation, Adventure, Drama","Votes: 35,493 | Gross: $10.14M",82 min,"Director: Don Bluth | Stars: Elizabeth Hartman, Derek Jacobi, Dom DeLuise, Arthur Malet"
977. On Golden Pond (1981),"7.6 Rate this
68 Metascore",Drama,"Votes: 27,023 | Gross: $119.29M",109 min,"Director: Mark Rydell | Stars: Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon"
978. Mad Max 2: The Road Warrior (1981),"7.6 Rate this
77 Metascore","Action, Adventure, Sci-Fi","Votes: 163,588 | Gross: $12.47M",96 min,"Director: George Miller | Stars: Mel Gibson, Bruce Spence, Michael Preston, Max Phipps"
979. The Warriors (1979),"7.6 Rate this
65 Metascore","Action, Crime, Thriller","Votes: 91,865 | Gross: $22.49M",92 min,"Director: Walter Hill | Stars: Michael Beck, James Remar, Dorsey Wright, Brian Tyler"
980. The Muppet Movie (1979),"7.6 Rate this
74 Metascore","Adventure, Comedy, Family","Votes: 31,935 | Gross: $76.66M",95 min,"Director: James Frawley | Stars: Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt"
981. Escape from Alcatraz (1979),"7.6 Rate this
76 Metascore","Action, Biography, Crime","Votes: 117,113 | Gross: $43.00M",112 min,"Director: Don Siegel | Stars: Clint Eastwood, Patrick McGoohan, Roberts Blossom, Jack Thibeau"
982. Watership Down (1978),"7.6 Rate this
64 Metascore","Animation, Adventure, Drama","Votes: 33,040",91 min,"Directors: Martin Rosen, John Hubley | Stars: John Hurt, Richard Briers, Ralph Richardson, Michael Graham Cox"
983. Midnight Express (1978),"7.6 Rate this
59 Metascore","Biography, Crime, Drama","Votes: 72,112 | Gross: $35.00M",121 min,"Director: Alan Parker | Stars: Brad Davis, Irene Miracle, Bo Hopkins, Paolo Bonacelli"
984. Close Encounters of the Third Kind (1977),"7.6 Rate this
90 Metascore","Drama, Sci-Fi","Votes: 180,477 | Gross: $132.09M",138 min,"Director: Steven Spielberg | Stars: Richard Dreyfuss, François Truffaut, Teri Garr, Melinda Dillon"
985. Robin Hood (1973),"7.6 Rate this
57 Metascore","Animation, Adventure, Comedy","Votes: 112,804 | Gross: $32.06M",83 min,"Directors: Wolfgang Reitherman, David Hand | Stars: Brian Bedford, Phil Harris, Roger Miller, Peter Ustinov"
986. The Long Goodbye (1973),"7.6 Rate this
87 Metascore","Comedy, Crime, Drama","Votes: 25,283 | Gross: $0.96M",112 min,"Director: Robert Altman | Stars: Elliott Gould, Nina van Pallandt, Sterling Hayden, Mark Rydell"
987. Duck You Sucker (1971),"7.6 Rate this
77 Metascore","Drama, War, Western","Votes: 29,333 | Gross: $0.70M",138 min,"Director: Sergio Leone | Stars: Rod Steiger, James Coburn, Romolo Valli, Maria Monti"
988. And Now for Something Completely Different (1971),7.6 Rate this,Comedy,"Votes: 28,431",88 min,"Director: Ian MacNaughton | Stars: John Cleese, Michael Palin, Graham Chapman, Terry Gilliam"
989. Kelly's Heroes (1970),"7.6 Rate this
50 Metascore","Adventure, Comedy, War","Votes: 44,357 | Gross: $1.38M",144 min,"Director: Brian G. Hutton | Stars: Clint Eastwood, Telly Savalas, Don Rickles, Carroll O'Connor"
990. The Jungle Book (1967),"7.6 Rate this
65 Metascore","Animation, Adventure, Family","Votes: 162,442 | Gross: $141.84M",78 min,"Directors: Wolfgang Reitherman, James Algar, Jack Kinney | Stars: Phil Harris, Sebastian Cabot, Louis Prima, Bruce Reitherman"
991. Blow-Up (1966),"7.6 Rate this
82 Metascore","Drama, Mystery, Thriller","Votes: 55,124",111 min,"Director: Michelangelo Antonioni | Stars: David Hemmings, Vanessa Redgrave, Sarah Miles, John Castle"
992. Pierrot le Fou (1965),7.6 Rate this,"Crime, Drama, Romance","Votes: 28,557",110 min,"Director: Jean-Luc Godard | Stars: Jean-Paul Belmondo, Anna Karina, Graziella Galvani, Aicha Abadir"
993. A Hard Day's Night (1964),"7.6 Rate this
96 Metascore","Comedy, Music, Musical","Votes: 39,391 | Gross: $13.78M",87 min,"Director: Richard Lester | Stars: John Lennon, Paul McCartney, George Harrison, Ringo Starr"
994. Contempt (1963),7.6 Rate this,"Drama, Romance","Votes: 27,997 | Gross: $0.04M",102 min,"Director: Jean-Luc Godard | Stars: Brigitte Bardot, Jack Palance, Michel Piccoli, Giorgia Moll"
995. Breakfast at Tiffany's (1961),"7.6 Rate this
76 Metascore","Comedy, Drama, Romance","Votes: 163,166",115 min,"Director: Blake Edwards | Stars: Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen"
996. Giant (1956),"7.6 Rate this
84 Metascore","Drama, Western","Votes: 33,289",201 min,"Director: George Stevens | Stars: Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker"
997. From Here to Eternity (1953),"7.6 Rate this
85 Metascore","Drama, Romance, War","Votes: 42,421 | Gross: $30.50M",118 min,"Director: Fred Zinnemann | Stars: Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed"
998. Lifeboat (1944),"7.6 Rate this
78 Metascore","Drama, War","Votes: 25,868",97 min,"Director: Alfred Hitchcock | Stars: Tallulah Bankhead, John Hodiak, Walter Slezak, William Bendix"
999. Snow White and the Seven Dwarfs (1937),"7.6 Rate this
95 Metascore","Animation, Family, Fantasy","Votes: 177,220 | Gross: $184.93M",83 min,"Directors: William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen | Stars: Adriana Caselotti, Harry Stockwell, Lucille La Verne, Roy Atwell"
"1,000. The 39 Steps (1935)","7.6 Rate this
93 Metascore","Mystery, Thriller","Votes: 50,554",86 min,"Director: Alfred Hitchcock | Stars: Robert Donat, Madeleine Carroll, Lucie Mannheim, Godfrey Tearle"
901. Sherlock Holmes (2009),"7.6 Rate this
57 Metascore","Action, Adventure, Mystery","Votes: 574,183 | Gross: $209.03M",128 min,"Director: Guy Ritchie | Stars: Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong"
902. 5 Centimeters Per Second (2007),7.6 Rate this,"Animation, Drama, Family","Votes: 49,316",63 min,"Director: Makoto Shinkai | Stars: Kenji Mizuhashi, Yoshimi Kondou, Satomi Hanamura, Ayaka Onoue"
903. The Blind Side (2009),"7.6 Rate this
53 Metascore","Biography, Drama, Sport","Votes: 286,146 | Gross: $255.96M",129 min,"Director: John Lee Hancock | Stars: Quinton Aaron, Sandra Bullock, Tim McGraw, Jae Head"
904. The Visitor (I) (2007),"7.6 Rate this
79 Metascore",Drama,"Votes: 41,196 | Gross: $9.42M",104 min,"Director: Tom McCarthy | Stars: Richard Jenkins, Haaz Sleiman, Danai Gurira, Hiam Abbass"
905. Superbad (2007),"7.6 Rate this
76 Metascore",Comedy,"Votes: 511,607 | Gross: $121.46M",113 min,"Director: Greg Mottola | Stars: Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader"
906. Seven Pounds (2008),"7.6 Rate this
36 Metascore",Drama,"Votes: 282,360 | Gross: $69.95M",123 min,"Director: Gabriele Muccino | Stars: Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy"
907. Eastern Promises (2007),"7.6 Rate this
82 Metascore","Action, Crime, Drama","Votes: 223,959 | Gross: $17.11M",100 min,"Director: David Cronenberg | Stars: Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin"
908. Stardust (2007),"7.6 Rate this
66 Metascore","Adventure, Family, Fantasy","Votes: 250,319 | Gross: $38.63M",127 min,"Director: Matthew Vaughn | Stars: Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen"
909. The Secret of Kells (2009),"7.6 Rate this
81 Metascore","Animation, Adventure, Family","Votes: 30,432 | Gross: $0.69M",75 min,"Directors: Tomm Moore, Nora Twomey | Stars: Evan McGuire, Brendan Gleeson, Mick Lally, Christen Mooney"
910. Inside Man (2006),"7.6 Rate this
76 Metascore","Crime, Drama, Mystery","Votes: 331,753 | Gross: $88.51M",129 min,"Director: Spike Lee | Stars: Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer"
911. Gone Baby Gone (2007),"7.6 Rate this
72 Metascore","Crime, Drama, Mystery","Votes: 245,734 | Gross: $20.30M",114 min,"Director: Ben Affleck | Stars: Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan"
912. La Vie En Rose (2007),"7.6 Rate this
66 Metascore","Biography, Drama, Music","Votes: 81,420 | Gross: $10.30M",140 min,"Director: Olivier Dahan | Stars: Marion Cotillard, Sylvie Testud, Pascal Greggory, Emmanuelle Seigner"
913. Fearless (2006),"7.6 Rate this
70 Metascore","Action, Biography, Drama","Votes: 72,070 | Gross: $24.63M",104 min,"Director: Ronny Yu | Stars: Jet Li, Li Sun, Yong Dong, Yun Qu"
914. The Illusionist (2006),"7.6 Rate this
68 Metascore","Drama, Fantasy, History","Votes: 350,710 | Gross: $39.87M",110 min,"Director: Neil Burger | Stars: Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell"
915. Volver (I) (2006),"7.6 Rate this
84 Metascore","Comedy, Drama","Votes: 93,141 | Gross: $12.90M",121 min,"Director: Pedro Almodóvar | Stars: Penélope Cruz, Carmen Maura, Lola Dueñas, Blanca Portillo"
916. Thank You for Smoking (2005),"7.6 Rate this
71 Metascore","Comedy, Drama","Votes: 211,184 | Gross: $24.79M",92 min,"Director: Jason Reitman | Stars: Aaron Eckhart, Cameron Bright, Maria Bello, Joan Lunden"
917. Dead Man's Shoes (2004),"7.6 Rate this
52 Metascore","Crime, Drama, Thriller","Votes: 48,557 | Gross: $0.01M",90 min,"Director: Shane Meadows | Stars: Paddy Considine, Gary Stretch, Toby Kebbell, Stuart Wolfenden"
918. Harry Potter and the Half-Blood Prince (2009),"7.6 Rate this
78 Metascore","Action, Adventure, Family","Votes: 458,283 | Gross: $301.96M",153 min,"Director: David Yates | Stars: Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon"
919. 300 (2006),"7.6 Rate this
52 Metascore","Action, Drama","Votes: 722,667 | Gross: $210.61M",117 min,"Director: Zack Snyder | Stars: Gerard Butler, Lena Headey, David Wenham, Dominic West"
920. Match Point (2005),"7.6 Rate this
72 Metascore","Drama, Romance, Thriller","Votes: 203,042 | Gross: $23.09M",124 min,"Director: Woody Allen | Stars: Scarlett Johansson, Jonathan Rhys Meyers, Emily Mortimer, Matthew Goode"
921. Watchmen (2009),"7.6 Rate this
56 Metascore","Action, Drama, Mystery","Votes: 491,342 | Gross: $107.51M",162 min,"Director: Zack Snyder | Stars: Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman"
922. Lord of War (2005),"7.6 Rate this
62 Metascore","Action, Crime, Drama","Votes: 289,975 | Gross: $24.15M",122 min,"Director: Andrew Niccol | Stars: Nicolas Cage, Ethan Hawke, Jared Leto, Bridget Moynahan"
923. Saw (2004),"7.6 Rate this
46 Metascore","Horror, Mystery","Votes: 372,075 | Gross: $56.00M",103 min,"Director: James Wan | Stars: Cary Elwes, Leigh Whannell, Danny Glover, Ken Leung"
"924. Synecdoche, New York (2008)","7.6 Rate this
67 Metascore",Drama,"Votes: 79,900 | Gross: $3.08M",124 min,"Director: Charlie Kaufman | Stars: Philip Seymour Hoffman, Samantha Morton, Michelle Williams, Catherine Keener"
925. Mysterious Skin (2004),"7.6 Rate this
73 Metascore",Drama,"Votes: 65,030 | Gross: $0.70M",105 min,"Director: Gregg Araki | Stars: Brady Corbet, Joseph Gordon-Levitt, Elisabeth Shue, Chase Ellison"
926. Love Me If You Dare (2003),"7.6 Rate this
45 Metascore","Comedy, Drama, Romance","Votes: 66,447 | Gross: $0.55M",93 min,"Director: Yann Samuell | Stars: Guillaume Canet, Marion Cotillard, Thibault Verhaeghe, Joséphine Lebas-Joly"
927. A Very Long Engagement (2004),"7.6 Rate this
76 Metascore","Drama, Mystery, Romance","Votes: 70,217 | Gross: $6.17M",133 min,"Director: Jean-Pierre Jeunet | Stars: Audrey Tautou, Gaspard Ulliel, Jodie Foster, Dominique Pinon"
928. The Station Agent (2003),"7.6 Rate this
81 Metascore","Comedy, Drama","Votes: 66,592 | Gross: $5.74M",89 min,"Director: Tom McCarthy | Stars: Peter Dinklage, Patricia Clarkson, Bobby Cannavale, Paul Benjamin"
929. Love Actually (2003),"7.6 Rate this
55 Metascore","Comedy, Drama, Romance","Votes: 415,849 | Gross: $59.70M",135 min,"Director: Richard Curtis | Stars: Hugh Grant, Martine McCutcheon, Liam Neeson, Laura Linney"
930. Sympathy for Mr. Vengeance (2002),"7.6 Rate this
56 Metascore","Crime, Drama, Thriller","Votes: 61,086 | Gross: $0.05M",129 min,"Director: Chan-wook Park | Stars: Kang-ho Song, Ha-kyun Shin, Doona Bae, Ji-Eun Lim"
931. 25th Hour (2002),"7.6 Rate this
68 Metascore",Drama,"Votes: 167,910 | Gross: $13.06M",135 min,"Director: Spike Lee | Stars: Edward Norton, Barry Pepper, Philip Seymour Hoffman, Rosario Dawson"
932. The Butterfly Effect (2004),"7.6 Rate this
30 Metascore","Drama, Sci-Fi, Thriller","Votes: 444,404 | Gross: $57.94M",113 min,"Directors: Eric Bress, J. Mackye Gruber | Stars: Ashton Kutcher, Amy Smart, Melora Walters, Elden Henson"
933. 28 Days Later... (2002),"7.6 Rate this
73 Metascore","Action, Drama, Horror","Votes: 369,599 | Gross: $45.06M",113 min,"Director: Danny Boyle | Stars: Cillian Murphy, Naomie Harris, Christopher Eccleston, Alex Palmer"
934. Battle Royale (2000),"7.6 Rate this
81 Metascore","Action, Adventure, Drama","Votes: 166,504",114 min,"Director: Kinji Fukasaku | Stars: Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Takeshi Kitano"
935. The Royal Tenenbaums (2001),"7.6 Rate this
76 Metascore","Comedy, Drama","Votes: 261,007 | Gross: $52.36M",110 min,"Director: Wes Anderson | Stars: Gene Hackman, Gwyneth Paltrow, Anjelica Huston, Ben Stiller"
936. Y Tu Mamá También (2001),"7.6 Rate this
88 Metascore",Drama,"Votes: 113,723 | Gross: $13.62M",106 min,"Director: Alfonso Cuarón | Stars: Maribel Verdú, Gael García Bernal, Daniel Giménez Cacho, Ana López Mercado"
937. Harry Potter and the Sorcerer's Stone (2001),"7.6 Rate this
64 Metascore","Adventure, Family, Fantasy","Votes: 625,403 | Gross: $317.58M",152 min,"Director: Chris Columbus | Stars: Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith"
938. The Others (2001),"7.6 Rate this
74 Metascore","Horror, Mystery, Thriller","Votes: 330,661 | Gross: $96.52M",104 min,"Director: Alejandro Amenábar | Stars: Nicole Kidman, Christopher Eccleston, Fionnula Flanagan, Alakina Mann"
939. Blow (2001),"7.6 Rate this
52 Metascore","Biography, Crime, Drama","Votes: 236,646 | Gross: $52.99M",124 min,"Director: Ted Demme | Stars: Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths"
940. Enemy at the Gates (2001),"7.6 Rate this
53 Metascore","Drama, History, War","Votes: 238,352 | Gross: $51.40M",131 min,"Director: Jean-Jacques Annaud | Stars: Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz"
941. Traffic (2000),"7.6 Rate this
86 Metascore","Crime, Drama, Thriller","Votes: 193,240 | Gross: $124.12M",147 min,"Director: Steven Soderbergh | Stars: Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones, Jacob Vargas"
942. Minority Report (2002),"7.6 Rate this
80 Metascore","Action, Crime, Mystery","Votes: 498,991 | Gross: $132.07M",145 min,"Director: Steven Spielberg | Stars: Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow"
943. The Hurricane (1999),"7.6 Rate this
74 Metascore","Biography, Drama, Sport","Votes: 90,154 | Gross: $50.67M",146 min,"Director: Norman Jewison | Stars: Denzel Washington, Vicellous Shannon, Deborah Kara Unger, Liev Schreiber"
944. American Psycho (2000),"7.6 Rate this
64 Metascore","Comedy, Crime, Drama","Votes: 473,539 | Gross: $15.07M",101 min,"Director: Mary Harron | Stars: Christian Bale, Justin Theroux, Josh Lucas, Bill Sage"
945. Run Lola Run (1998),"7.6 Rate this
77 Metascore","Crime, Drama, Thriller","Votes: 185,927 | Gross: $7.27M",80 min,"Director: Tom Tykwer | Stars: Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri"
946. The Thin Red Line (1998),"7.6 Rate this
78 Metascore","Drama, War","Votes: 169,365 | Gross: $36.40M",170 min,"Director: Terrence Malick | Stars: Jim Caviezel, Sean Penn, Nick Nolte, Kirk Acevedo"
947. Mulan (1998),"7.6 Rate this
71 Metascore","Animation, Adventure, Family","Votes: 245,359 | Gross: $120.62M",88 min,"Directors: Tony Bancroft, Barry Cook | Stars: Ming-Na Wen, Eddie Murphy, BD Wong, Miguel Ferrer"
948. Fear and Loathing in Las Vegas (1998),"7.6 Rate this
41 Metascore","Adventure, Comedy, Drama","Votes: 254,944 | Gross: $10.68M",118 min,"Director: Terry Gilliam | Stars: Johnny Depp, Benicio Del Toro, Tobey Maguire, Michael Lee Gogin"
949. Funny Games (1997),"7.6 Rate this
69 Metascore","Crime, Drama, Thriller","Votes: 62,845",108 min,"Director: Michael Haneke | Stars: Susanne Lothar, Ulrich Mühe, Arno Frisch, Frank Giering"
950. Dark City (1998),"7.6 Rate this
66 Metascore","Mystery, Sci-Fi, Thriller","Votes: 185,268 | Gross: $14.38M",100 min,"Director: Alex Proyas | Stars: Rufus Sewell, Kiefer Sutherland, Jennifer Connelly, William Hurt"
951. Sleepers (1996),"7.6 Rate this
49 Metascore","Crime, Drama, Thriller","Votes: 183,857 | Gross: $49.10M",147 min,"Director: Barry Levinson | Stars: Robert De Niro, Kevin Bacon, Brad Pitt, Jason Patric"
952. Lost Highway (1997),"7.6 Rate this
52 Metascore","Mystery, Thriller","Votes: 127,720 | Gross: $3.80M",134 min,"Director: David Lynch | Stars: Bill Pullman, Patricia Arquette, John Roselius, Louis Eppolito"
953. Sense and Sensibility (1995),"7.6 Rate this
84 Metascore","Drama, Romance","Votes: 99,549 | Gross: $43.18M",136 min,"Director: Ang Lee | Stars: Emma Thompson, Kate Winslet, James Fleet, Tom Wilkinson"
954. Die Hard with a Vengeance (1995),"7.6 Rate this
58 Metascore","Action, Adventure, Thriller","Votes: 357,316 | Gross: $100.01M",128 min,"Director: John McTiernan | Stars: Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene"
955. Dead Man (1995),"7.6 Rate this
62 Metascore","Adventure, Drama, Fantasy","Votes: 88,702 | Gross: $1.04M",121 min,"Director: Jim Jarmusch | Stars: Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen"
956. The Bridges of Madison County (1995),"7.6 Rate this
66 Metascore","Drama, Romance","Votes: 71,224 | Gross: $71.52M",135 min,"Director: Clint Eastwood | Stars: Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak"
957. Apollo 13 (I) (1995),"7.6 Rate this
77 Metascore","Adventure, Drama, History","Votes: 262,342 | Gross: $173.84M",140 min,"Director: Ron Howard | Stars: Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise"
958. Three Colors: White (1994),"7.6 Rate this
88 Metascore","Comedy, Drama, Romance","Votes: 61,943 | Gross: $1.46M",92 min,"Director: Krzysztof Kieslowski | Stars: Zbigniew Zamachowski, Julie Delpy, Janusz Gajos, Jerzy Stuhr"
959. The Crow (1994),"7.6 Rate this
71 Metascore","Action, Drama, Fantasy","Votes: 163,688 | Gross: $50.69M",102 min,"Director: Alex Proyas | Stars: Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson"
960. Falling Down (1993),"7.6 Rate this
56 Metascore","Action, Crime, Drama","Votes: 166,738 | Gross: $40.90M",113 min,"Director: Joel Schumacher | Stars: Michael Douglas, Robert Duvall, Barbara Hershey, Rachel Ticotin"
961. Dazed and Confused (1993),"7.6 Rate this
78 Metascore",Comedy,"Votes: 161,574 | Gross: $7.99M",102 min,"Director: Richard Linklater | Stars: Jason London, Wiley Wiggins, Matthew McConaughey, Rory Cochrane"
962. My Cousin Vinny (1992),"7.6 Rate this
68 Metascore","Comedy, Crime","Votes: 104,102 | Gross: $52.93M",120 min,"Director: Jonathan Lynn | Stars: Joe Pesci, Marisa Tomei, Ralph Macchio, Mitchell Whitfield"
963. Only Yesterday (1991),"7.6 Rate this
90 Metascore","Animation, Drama, Romance","Votes: 25,498 | Gross: $0.45M",118 min,"Director: Isao Takahata | Stars: Miki Imai, Toshirô Yanagiba, Yoko Honna, Mayumi Izuka"
964. Delicatessen (1991),"7.6 Rate this
66 Metascore","Comedy, Crime","Votes: 79,160 | Gross: $1.79M",99 min,"Directors: Marc Caro, Jean-Pierre Jeunet | Stars: Marie-Laure Dougnac, Dominique Pinon, Pascal Benezech, Jean-Claude Dreyfus"
965. The Hunt for Red October (1990),"7.6 Rate this
58 Metascore","Action, Adventure, Thriller","Votes: 175,090 | Gross: $122.01M",135 min,"Director: John McTiernan | Stars: Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill"
966. Home Alone (1990),"7.6 Rate this
63 Metascore","Comedy, Family","Votes: 451,731 | Gross: $285.76M",103 min,"Director: Chris Columbus | Stars: Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard"
967. The Godfather: Part III (1990),"7.6 Rate this
60 Metascore","Crime, Drama","Votes: 350,612 | Gross: $66.67M",162 min,"Director: Francis Ford Coppola | Stars: Al Pacino, Diane Keaton, Andy Garcia, Talia Shire"
968. When Harry Met Sally... (1989),"7.6 Rate this
76 Metascore","Comedy, Drama, Romance","Votes: 190,745 | Gross: $92.82M",95 min,"Director: Rob Reiner | Stars: Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby"
969. The Little Mermaid (1989),"7.6 Rate this
88 Metascore","Animation, Family, Fantasy","Votes: 231,769 | Gross: $111.54M",83 min,"Directors: Ron Clements, John Musker | Stars: Jodi Benson, Samuel E. Wright, Rene Auberjonois, Christopher Daniel Barnes"
